goal_id,sdg_goals,sdg_targets,sdg_indicators,sdg_id,indicator_orig,indic_id,indicator_harmonized
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5 Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",15.5.1 Red List Index,15_5_1,Red List Index,SDG_15_5_1_218,red list inde
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.6 Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed","15.6.1 Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",15_6_1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",SDG_15_6_1_219,"number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefit"
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.7 Take urgent action to end poaching and trafficking of protected species of flora and fauna and address both demand and supply of illegal wildlife products,15.7.1 Proportion of traded wildlife that was poached or illicitly trafficked,15_7_1,Proportion of traded wildlife that was poached or illicitly trafficked,SDG_15_7_1_220,proportion of traded wildlife that was poached or illicitly trafficke
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.8 By 2020, introduce measures to prevent the introduction and significantly reduce the impact of invasive alien species on land and water ecosystems and control or eradicate the priority species",15.8.1 Proportion of countries adopting relevant national legislation and adequately resourcing the prevention or control of invasive alien species,15_8_1,Proportion of countries adopting relevant national legislation and adequately resourcing the prevention or control of invasive alien species,SDG_15_8_1_221,proportion of countries adopting relevant national legislation and adequately resourcing the prevention or control of invasive alien specie
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.9 By 2020, integrate ecosystem and biodiversity values into national and local planning, development processes, poverty reduction strategies and accounts","15.9.1 (a) Number of countries that have established national targets in accordance with or similar to Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011–2020 in their national biodiversity strategy and action plans and the progress reported towards these targets; and (b) integration of biodiversity into national accounting and reporting systems, defined as implementation of the System of Environmental-Economic Accounting",15_9_1_a,Number of countries that have established national targets in accordance with or similar to Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011–2020 in their national biodiversity strategy and action plans and the progress reported towards these targets,SDG_15_9_1_a_222,number of countries that have established national targets in accordance with or similar to aichi biodiversity target 2 of the strategic plan for biodiversity 2011-2020 in their national biodiversity strategy and action plans and the progress reported towards these target
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.9 By 2020, integrate ecosystem and biodiversity values into national and local planning, development processes, poverty reduction strategies and accounts","15.9.1 (a) Number of countries that have established national targets in accordance with or similar to Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011–2020 in their national biodiversity strategy and action plans and the progress reported towards these targets; and (b) integration of biodiversity into national accounting and reporting systems, defined as implementation of the System of Environmental-Economic Accounting",15_9_1_b,"integration of biodiversity into national accounting and reporting systems, defined as implementation of the System of Environmental-Economic Accounting",SDG_15_9_1_b_223,"integration of biodiversity into national accounting and reporting systems, defined as implementation of the system of environmental-economic accountin"
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 (a) Official development assistance on conservation and sustainable use of biodiversity; and (b) revenue generated and finance mobilized from biodiversity-relevant economic instruments,15_a_1_a,Official development assistance on conservation and sustainable use of biodiversity,SDG_15_a_1_a_224,official development assistance on conservation and sustainable use of biodiversit
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 (a) Official development assistance on conservation and sustainable use of biodiversity; and (b) revenue generated and finance mobilized from biodiversity-relevant economic instruments,15_a_1_b,revenue generated and finance mobilized from biodiversity-relevant economic instruments,SDG_15_a_1_b_225,revenue generated and finance mobilized from biodiversity relevant economic instrument
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.b Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 (a) Official development assistance on conservation and sustainable use of biodiversity; and (b) revenue generated and finance mobilized from biodiversity-relevant economic instruments,15_b_1_a,Official development assistance on conservation and sustainable use of biodiversity,SDG_15_b_1_a_226,official development assistance on conservation and sustainable use of biodiversit
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.b Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 (a) Official development assistance on conservation and sustainable use of biodiversity; and (b) revenue generated and finance mobilized from biodiversity-relevant economic instruments,15_b_1_b,revenue generated and finance mobilized from biodiversity-relevant economic instruments,SDG_15_b_1_b_227,revenue generated and finance mobilized from biodiversity relevant economic instrument
Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.c Enhance global support for efforts to combat poaching and trafficking of protected species, including by increasing the capacity of local communities to pursue sustainable livelihood opportunities",15.c.1 Proportion of traded wildlife that was poached or illicitly trafficked,15_c_1,Proportion of traded wildlife that was poached or illicitly trafficked,SDG_15_c_1_228,proportion of traded wildlife that was poached or illicitly trafficke
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1 Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 Number of victims of intentional homicide per 100,000 population, by sex and age",16_1_1,"Number of victims of intentional homicide per 100,000 population, by sex and age",SDG_16_1_1_229,"number of victims of intentional homicide per 100,000 population, by sex and ag"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1 Significantly reduce all forms of violence and related death rates everywhere,"16.1.2 Conflict-related deaths per 100,000 population, by sex, age and cause",16_1_2,"Conflict-related deaths per 100,000 population, by sex, age and cause",SDG_16_1_2_230,"conflict-related deaths per 100,000 population, by sex, age and caus"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1 Significantly reduce all forms of violence and related death rates everywhere,"16.1.3 Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months",16_1_3_a,Proportion of population subjected to physical violence in the previous 12 months,SDG_16_1_3_a_231,proportion of population subjected to physical violence in the previous 12 month
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1 Significantly reduce all forms of violence and related death rates everywhere,"16.1.3 Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months",16_1_3_b,Proportion of population subjected to psychological violence in the previous 12 months,SDG_16_1_3_b_232,proportion of population subjected to psychological violence in the previous 12 month
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1 Significantly reduce all forms of violence and related death rates everywhere,"16.1.3 Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months",16_1_3_c,Proportion of population subjected to sexual violence in the previous 12 months,SDG_16_1_3_c_233,proportion of population subjected to sexual violence in the previous 12 month
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1 Significantly reduce all forms of violence and related death rates everywhere,16.1.4 Proportion of population that feel safe walking alone around the area they live after dark,16_1_4,Proportion of population that feel safe walking alone around the area they live after dark,SDG_16_1_4_234,proportion of population that feel safe walking alone around the area they live after dar
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2 End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,16_2_1,Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,SDG_16_2_1_235,proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past mont
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2 End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2 Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",16_2_2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",SDG_16_2_2_236,"number of victims of human trafficking per 100,000 population, by sex, age and form of exploitatio"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2 End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.3 Proportion of young women and men aged 18–29 years who experienced sexual violence by age 18,16_2_3,Proportion of young women and men aged 18–29 years who experienced sexual violence by age 18,SDG_16_2_3_237,proportion of young women and men aged 18-29 years who experienced sexual violence by age 1
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3 Promote the rule of law at the national and international levels and ensure equal access to justice for all,16.3.1 Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,16_3_1,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,SDG_16_3_1_238,proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanism
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3 Promote the rule of law at the national and international levels and ensure equal access to justice for all,16.3.2 Unsentenced detainees as a proportion of overall prison population,16_3_2,Unsentenced detainees as a proportion of overall prison population,SDG_16_3_2_239,unsentenced detainees as a proportion of overall prison populatio
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3 Promote the rule of law at the national and international levels and ensure equal access to justice for all,"16.3.3 Proportion of the population who have experienced a dispute in the past two years and who accessed a formal or informal dispute resolution mechanism, by type of mechanism",16_3_3,"Proportion of the population who have experienced a dispute in the past two years and who accessed a formal or informal dispute resolution mechanism, by type of mechanism",SDG_16_3_3_240,"proportion of the population who have experienced a dispute in the past two years and who accessed a formal or informal dispute resolution mechanism, by type of mechanis"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.4 By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime",16.4.1 Total value of inward and outward illicit financial flows (in current United States dollars),16_4_1,Total value of inward and outward illicit financial flows (in current United States dollars),SDG_16_4_1_241,total value of inward and outward illicit financial flows (in current united states dollars
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.4 By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime","16.4.2 Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments",16_4_2,"Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments",SDG_16_4_2_242,"proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instrument"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.5 Substantially reduce corruption and bribery in all their forms,"16.5.1 Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months",16_5_1,"Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months",SDG_16_5_1_243,"proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 month"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.5 Substantially reduce corruption and bribery in all their forms,"16.5.2 Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months",16_5_2,"Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months",SDG_16_5_2_244,"proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 month"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.6 Develop effective, accountable and transparent institutions at all levels","16.6.1 Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)",16_6_1,"Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)",SDG_16_6_1_245,"primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.6 Develop effective, accountable and transparent institutions at all levels",16.6.2 Proportion of population satisfied with their last experience of public services,16_6_2,Proportion of population satisfied with their last experience of public services,SDG_16_6_2_246,proportion of population satisfied with their last experience of public service
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.7 Ensure responsive, inclusive, participatory and representative decision-making at all levels","16.7.1 Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups",16_7_1_a,"Proportions of positions in national and local institutions, including the legislatures, compared to national distributions, by sex, age, persons with disabilities and population groups",SDG_16_7_1_a_247,"proportions of positions in national and local institutions, including the legislatures, compared to national distributions, by sex, age, persons with disabilities and population group"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.7 Ensure responsive, inclusive, participatory and representative decision-making at all levels","16.7.1 Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups",16_7_1_b,"Proportions of positions in national and local institutions, including the public service, compared to national distributions, by sex, age, persons with disabilities and population groups",SDG_16_7_1_b_248,"proportions of positions in national and local institutions, including the public service, compared to national distributions, by sex, age, persons with disabilities and population group"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.7 Ensure responsive, inclusive, participatory and representative decision-making at all levels","16.7.1 Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups",16_7_1_c,"Proportions of positions in national and local institutions, including the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups",SDG_16_7_1_c_249,"proportions of positions in national and local institutions, including the judiciary, compared to national distributions, by sex, age, persons with disabilities and population group"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.7 Ensure responsive, inclusive, participatory and representative decision-making at all levels","16.7.2 Proportion of population who believe decision-making is inclusive and responsive, by sex, age, disability and population group",16_7_2,"Proportion of population who believe decision-making is inclusive and responsive, by sex, age, disability and population group",SDG_16_7_2_250,"proportion of population who believe decision-making is inclusive and responsive, by sex, age, disability and population grou"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.8 Broaden and strengthen the participation of developing countries in the institutions of global governance,16.8.1 Proportion of members and voting rights of developing countries in international organizations,16_8_1,Proportion of members and voting rights of developing countries in international organizations,SDG_16_8_1_251,proportion of members and voting rights of developing countries in international organization
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9 By 2030, provide legal identity for all, including birth registration","16.9.1 Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",16_9_1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",SDG_16_9_1_252,"proportion of children under 5 years of age whose births have been registered with a civil authority, by ag"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10 Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",16_10_1,"Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",SDG_16_10_1_253,"number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 month"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.10 Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.2 Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",16_10_2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",SDG_16_10_2_254,"number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to informatio"
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime",16.a.1 Existence of independent national human rights institutions in compliance with the Paris Principles,16_a_1,Existence of independent national human rights institutions in compliance with the Paris Principles,SDG_16_a_1_255,existence of independent national human rights institutions in compliance with the paris principle
Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.b Promote and enforce non-discriminatory laws and policies for sustainable development,16.b.1 Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,16_b_1,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,SDG_16_b_1_256,proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights la
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.1 Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection","17.1.1 Total government revenue as a proportion of GDP, by source",17_1_1,"Total government revenue as a proportion of GDP, by source",SDG_17_1_1_257,"total government revenue as a proportion of gross domestic product, by sourc"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.1 Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",17.1.2 Proportion of domestic budget funded by domestic taxes,17_1_2,Proportion of domestic budget funded by domestic taxes,SDG_17_1_2_258,proportion of domestic budget funded by domestic taxe
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.2 Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1 Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",17_2_1,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",SDG_17_2_1_259,"net official development assistance, total and to least developed countries, as a proportion of the organization for economic cooperation and development (oecd) development assistance committee donors’ gross national income (gni"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3 Mobilize additional financial resources for developing countries from multiple sources,17.3.1 Additional financial resources mobilized for developing countries from multiple sources,17_3_1,Additional financial resources mobilized for developing countries from multiple sources,SDG_17_3_1_260,additional financial resources mobilized for developing countries from multiple source
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.3 Mobilize additional financial resources for developing countries from multiple sources,17.3.2 Volume of remittances (in United States dollars) as a proportion of total GDP,17_3_2,Volume of remittances (in United States dollars) as a proportion of total GDP,SDG_17_3_2_261,volume of remittances (in united states dollars) as a proportion of total gd
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.4 Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress",17.4.1 Debt service as a proportion of exports of goods and services,17_4_1,Debt service as a proportion of exports of goods and services,SDG_17_4_1_262,debt service as a proportion of exports of goods and service
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.5 Adopt and implement investment promotion regimes for least developed countries,"17.5.1 Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries",17_5_1,"Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries",SDG_17_5_1_263,"number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countrie"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.6 Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.1 Fixed Internet broadband subscriptions per 100 inhabitants, by speed6",17_6_1,"Fixed Internet broadband subscriptions per 100 inhabitants, by speed6",SDG_17_6_1_264,"fixed internet broadband subscriptions per 100 inhabitants, by speed"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.7 Promote the development, transfer, dissemination and diffusion of environmentally sound technologies to developing countries on favourable terms, including on concessional and preferential terms, as mutually agreed","17.7.1 Total amount of funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies",17_7_1,"Total amount of funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies",SDG_17_7_1_265,"total amount of funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologie"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.8 Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology",17.8.1 Proportion of individuals using the Internet,17_8_1,Proportion of individuals using the Internet,SDG_17_8_1_266,proportion of individuals using the interne
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.9 Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1 Dollar value of financial and technical assistance (including through North-South, South‑South and triangular cooperation) committed to developing countries",17_9_1,"Dollar value of financial and technical assistance (including through North-South, South‑South and triangular cooperation) committed to developing countries",SDG_17_9_1_267,"dollar value of financial and technical assistance (including through north-south, south‑south and triangular cooperation) committed to developing countrie"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.10 Promote a universal, rules-based, open, non‑discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda",17.10.1 Worldwide weighted tariff-average,17_10_1,Worldwide weighted tariff-average,SDG_17_10_1 _268,worldwide weighted tariff-averag
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.11 Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020",17.11.1 Developing countries’ and least developed countries’ share of global exports,17_11_1,Developing countries’ and least developed countries’ share of global exports,SDG_17_11_1_269,developing countries’ and least developed countries’ share of global export
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.12 Realize timely implementation of duty-free and quota-free market access on a lasting basis for all least developed countries, consistent with World Trade Organization decisions, including by ensuring that preferential rules of origin applicable to imports from least developed countries are transparent and simple, and contribute to facilitating market access","17.12.1 Weighted average tariffs faced by developing countries, least developed countries and small island developing States",17_12_1,"Weighted average tariffs faced by developing countries, least developed countries and small island developing States",SDG_17_12_1_270,"weighted average tariffs faced by developing countries, least developed countries and small island developing state"
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.13 Enhance global macroeconomic stability, including through policy coordination and policy coherence",17.13.1 Macroeconomic Dashboard,17_13_1,Macroeconomic Dashboard,SDG_17_13_1_271,macroeconomic dashboar
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.14 Enhance policy coherence for sustainable development,17.14.1 Number of countries with mechanisms in place to enhance policy coherence of sustainable development,17_14_1,Number of countries with mechanisms in place to enhance policy coherence of sustainable development,SDG_17_14_1_272,number of countries with mechanisms in place to enhance policy coherence of sustainable developmen
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.15 Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development,17.15.1 Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,17_15_1,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,SDG_17_15_1_273,extent of use of country-owned results frameworks and planning tools by providers of development cooperatio
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.16 Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries",17.16.1 Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals,17_16_1,Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals,SDG_17_16_1_274,number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goal
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.17 Encourage and promote effective public, public-private and civil society partnerships, building on the experience and resourcing strategies of partnerships",17.17.1 Amount in United States dollars committed to public-private partnerships for infrastructure,17_17_1,Amount in United States dollars committed to public-private partnerships for infrastructure,SDG_17_17_1_275,amount in united states dollars committed to public-private partnerships for infrastructur
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.18 By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts",17.18.1 Statistical capacity indicator for Sustainable Development Goal monitoring,17_18_1,Statistical capacity indicator for Sustainable Development Goal monitoring,SDG_17_18_1_276,statistical capacity indicator for sustainable development goal monitorin
Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,"17.18 By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts",17.18.2 Number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics,17_18_2,Number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics,SDG_17_18_2_277,number of countries that have national statistical legislation that complies with the fundamental principles of official statistic
